icrogidA	icrogidB	w
2924488	4958497	0.431
2068280	4616280	0.893
10013661	5235354	0.431
3293290	4821935	0.985
2178303	2420504	0.431
168143	4524269	0.191
5219859	532535	0.994
242486	3062679	0.28
426372	4374234	0.431
2435434	974711	0.28
1953219	4150759	0.431
1706876	2084336	1
4459961	5406750	0.591
216050	2522401	0.28
1619606	1772114	0.719
56855	591325	0.976
3053241	468848	0.431
1279915	3251195	0.36
14005648	3553514	0.996
4294633	596393	0.966
140110	4475099	0.55
1686819	2445225	0.28
2423255	4386137	1
3078508	3303645	0.28
2768047	617897	0.28
2020780	2779711	0.919
3298062	4284209	0.966
3960548	5032859	0.994
2252361	5343964	0.798
4855352	5026447	0.28
315652	3773125	0.55
2871062	4664969	0.89
201818	2963834	0.55
2348958	3501488	0.644
190090	3231405	0.431
2368500	3306613	0.55
1211827	4824597	0.861
1594998	9769264	0.676
1316459	2255804	0.824
2038544	2135848	0.482
1526458	4442839	0.644
2903174	4083603	0.778
1917766	567780	0.431
1410809	2981808	0.28
1549507	2489355	1
1220562	820620	0.28
1314473	4150759	0.719
1373290	3027803	0.55
4398244	585351	0.55
1366033	3667797	1
2017693	711574	0.431
2018169	686131	0.28
1704297	4346739	0.999
3472192	3884235	0.719
14006660	3756319	0.719
1171767	1634875	1
295410	3056322	0.431
3895614	436342	0.55
2750940	4304148	0.996
4930249	506434	0.494
1926593	4811083	0.36
334699	3550890	0.955
3454732	5051455	0.28
1637844	4053865	0.431
107873	16826696	0.431
2971106	606323	0.28
2903052	374830	0.972
2726989	3503650	0.431
114725	2309550	0.767
2123403	812068	0.992
1960612	3062679	0.705
2204433	847431	0.744
3739863	5231284	0.28
2204433	657632	0.55
1149953	1160340	0.28
1923729	2860372	1
4318845	508602	0.431
2930074	4617541	0.676
3333598	4620365	0.431
1869850	5008875	0.431
2068280	421085	0.851
3077030	3909139	1
13924533	4278513	0.28
2674477	4577390	0.55
1900626	3548072	0.36
5167819	574047	0.994
1489480	3503650	0.84
10724577	9378742	0.28
410245	4926164	0.431
602537	87526	0.494
14006660	1592592	0.494
2036439	36106	0.431
3842862	4270364	0.28
2067078	280901	0.719
2350445	855318	0.28
3884235	5395936	0.676
4840388	596393	0.431
1907974	618017	0.836
1985146	855786	0.482
2304613	487164	0.28
4445832	5006590	0.431
1746419	905028	0.28
2987838	3321796	0.905
2448067	5406706	0.28
1317902	1826254	0.6
2438392	3785079	0.431
1576328	5259329	0.482
2981808	3613967	0.28
3653674	5282369	0.824
2166278	73857	0.89
1014719	3908752	0.28
1960858	4137481	1
3167529	4700139	0.191
2418705	974711	0.55
4584046	866925	0.28
9441631	9441877	0.482
216050	5156055	0.28
2693825	337846	0.931
1506982	2661832	0.719
2068280	4166585	0.653
4251325	4692488	1
4493286	5240249	0.966
2068280	632859	0.836
2973208	4949185	0.874
3130413	3686954	0.431
2197332	2853952	0.55
3972190	4460715	0.55
4527311	861279	0.55
2413104	4602573	1
280867	3792106	0.997
16817590	2656219	0.28
1368998	2681025	0.54
585351	69516	0.431
334699	4883806	0.431
504850	5411358	0.636
3573425	5194743	0.431
1181129	3062679	0.28
2413448	4303895	0.744
14006364	3329408	0.28
221523	4110653	0.861
1828022	856204	0.824
2467308	483984	0.719
3875295	3908752	0.28
3077030	4739027	0.871
4034725	5317216	0.28
4056103	4497312	0.55
4414535	5409001	0.28
1980180	4040199	0.431
1840608	375270	0.644
3338825	4673745	0.98
14005663	2681838	0.28
2229312	540572	0.998
1180921	3685893	0.431
4993640	5222487	1
384850	710692	0.55
1947840	2899366	0.925
2228623	2229312	1
4651885	540572	1
1251604	907592	0.431
1611521	222539	0.28
1395237	618017	0.824
4157895	988632	0.719
1931873	4370738	0.36
3059970	3550890	0.874
249068	820620	0.719
1380386	1501213	0.807
3357491	991219	0.824
2682300	3342392	0.55
4042785	4416305	0.55
3424036	851117	0.987
1192757	1522904	0.802
2154661	3489875	0.431
1416680	3945570	0.6
227318	5278338	0.55
1007949	4501358	0.591
3572785	4882386	0.999
2151993	2806583	0.191
3109406	9148217	0.431
2528098	3832451	0.982
4712243	5222487	0.991
3206206	629215	0.191
14005663	3236710	0.494
4821148	5259329	0.191
216050	2168400	0.28
1341502	3708196	0.431
2970512	3174903	0.28
3231405	3511071	0.431
2233081	3699097	0.191
5255272	844293	0.431
375270	3805630	0.28
1795737	4398244	0.985
1594998	2886402	0.772
783116	877181	0.644
4882386	942650	0.861
290868	3357491	0.874
3095898	802666	0.55
2289591	3581705	0.55
158012	4450980	0.28
2256074	258011	0.28
4600608	5006590	0.591
3172747	5006443	0.999
14006253	3556167	0.55
1898077	2721163	0.778
1565307	4843742	0.431
4353759	4692488	0.874
4575567	799425	0.644
1356997	413653	0.28
1661649	3628440	0.431
1565762	4040199	0.431
5123142	77937	1
5311309	961525	0.28
1963050	3371516	0.431
2083017	703905	0.36
1180921	3971313	0.431
399772	961525	0.28
478220	514528	0.28
3157383	3773125	0.28
4688165	4884208	0.591
2198040	2349500	0.55
2623743	3667797	0.581
1420219	2831214	1
1636625	517184	0.431
5201466	5278141	0.28
218817	4717503	0.431
3333598	40293	0.676
232568	5259329	0.871
2260576	5406605	0.28
1503962	492000	0.191
3480034	5821236	0.744
3254506	4795065	0.824
3751636	5011796	0.28
1749544	2272676	1
3580033	4294633	0.824
3853314	3999360	0.431
1871880	1897598	0.84
1458824	813561	0.676
2793249	4532269	0.55
3027803	5173878	0.55
3777442	5339738	0.996
3426592	4008916	0.778
2189474	4575820	0.944
2248140	292813	0.28
4069879	4920113	0.999
4296376	799425	0.979
2269842	856398	0.28
3184048	53381	0.978
3614980	4717503	0.767
3207314	3833539	0.591
2751205	3103629	0.719
642705	944786	0.28
2066880	807344	0.861
2623348	584101	0.431
414846	4966191	0.644
3389965	4414452	0.36
1283244	3777442	0.55
540458	961525	0.28
2451498	749723	0.861
4056103	4731529	0.9
1211564	5176863	0.36
5155720	595207	0.28
1774315	649743	0.55
2079075	2622058	0.28
2271250	321631	0.591
1979966	487554	0.989
2903457	4424310	0.719
4880200	5013890	0.431
4028269	4497883	0.431
4303895	721123	0.947
1368998	2322306	0.36
1136337	3976855	0.28
1976328	2763982	0.939
921855	961525	0.28
4159293	4830470	0.861
1600741	4783914	0.191
1213475	3372819	0.99
3107076	385389	0.191
1724162	4605542	0.987
2794138	4075000	0.28
1379409	2068280	0.921
1340264	4698162	0.431
1449530	5336734	0.36
3454732	821803	0.591
1815070	3309682	0.676
3637538	4859895	0.778
1742768	489608	0.767
1109308	1405313	0.719
2589509	3879031	0.28
2782889	3629517	0.431
2541362	5365212	0.431
1053940	4366513	0.55
4277186	5040675	0.996
4791881	958432	0.431
3093536	4398410	0.431
1251870	9441646	0.431
1255394	3082885	0.431
1378693	686131	0.676
4056662	5091618	0.939
4741479	630590	0.28
3306496	5186304	0.28
3571018	402740	0.431
245135	872778	0.874
1482562	3915161	0.82
4122724	857930	0.75
3718257	5329128	0.55
1505377	2141127	0.644
3176119	5001936	0.999
737483	910608	0.36
3589204	5076086	0.55
2751205	2916868	0.871
4556830	5017188	0.28
1937748	9768725	0.431
4398244	4975704	0.644
1963721	4465042	1
3087482	724297	0.36
1449530	3165919	0.636
5344278	596393	0.431
2089354	222284	0.644
2253502	3246110	0.431
1225374	4521632	0.644
2375737	970207	0.36
1424408	4883227	0.28
1103259	3713468	0.28
1503232	1868729	0.943
3925932	4883227	0.28
3976855	4305807	0.676
1593552	3371516	0.861
2347958	964752	0.851
1581317	4398244	0.946
3897301	5029749	0.28
3087482	5230193	0.494
1227276	1251335	0.431
218817	9769294	0.591
2506201	934065	0.854
5168090	886751	0.778
190090	5369795	0.979
16817590	2807948	0.28
245135	2981808	0.28
1965984	232848	0.798
4038023	4717503	0.28
2087513	740219	0.431
4043555	4774660	0.431
1078558	2492809	0.191
1302547	4223084	0.431
259627	4372825	0.494
14008073	5010415	0.581
1338916	5228967	0.948
657280	67624	0.28
1529536	2605679	0.482
11789673	2170344	0.28
1977371	5821236	0.55
3251195	554160	0.36
1700717	3959388	0.191
2014257	4561216	0.431
1406830	506434	0.494
3509741	872778	0.957
2168149	554160	0.36
241463	3062679	0.28
4305807	863768	0.55
4416305	820620	0.591
3144076	5317216	0.28
547668	899063	0.28
1772114	4943092	0.36
4197396	4576622	0.961
2971779	4980535	0.998
343518	513841	1
3983756	4264365	0.938
2659032	2726528	0.191
1027325	2080390	0.719
2079075	4706411	0.431
2024366	3006802	0.28
1581317	857930	0.719
1152879	2087513	0.431
1954208	3631239	0.431
247294	4261128	0.644
2677230	3108581	0.36
1413041	4661663	0.36
3791714	5251677	0.431
1740926	4706777	0.99
1655367	492000	0.191
2951139	4941282	0.28
3170037	4732923	0.55
1382021	4264365	0.28
5397679	863768	0.55
2794789	401222	1
4280011	5282369	0.719
746078	9650703	0.744
1209179	599966	0.28
5175611	820620	0.28
3062679	3357834	0.28
5282007	5343965	0.28
2215931	5190661	0.431
2449677	5124155	0.987
1565762	3062679	0.28
245135	4370738	0.911
4575820	812068	0.36
2803395	5413309	0.431
2284410	4303895	1
3739030	5156786	0.55
2682300	3182537	0.867
11792364	2246861	0.55
4274014	599966	0.55
1508469	1684020	1
1020765	4056103	0.591
2296393	4590798	0.431
3202052	4831970	0.431
1235047	1981884	0.431
1907074	746078	0.874
1182953	1508903	0.431
2340220	2886402	0.28
3316014	9442359	0.36
10724543	1932601	0.494
3408178	4549251	0.431
1623995	3832451	0.55
2579959	3357491	1
3138971	3909139	0.676
345064	402740	0.28
201818	5255272	0.55
276702	820620	0.676
158012	1925572	0.28
375270	746078	0.28
1065781	3545065	1
746078	821803	0.684
1527003	2570094	0.9
4501358	799419	0.191
1653461	4683502	0.28
1508903	4803389	0.28
1480154	3832451	0.28
4427136	523173	1
3909139	5347739	0.719
1615885	4928298	0.676
126638	2191992	0.431
1214633	2338264	0.191
3503650	389098	0.28
2621625	3660563	0.55
548010	952160	0.669
2466701	2472813	0.28
2763370	4226766	1
1605335	3213519	0.431
2157358	2758513	0.28
30820	4804363	0.55
3736508	4071702	1
1066643	238160	0.719
3613960	3961535	0.36
13784635	4596915	0.431
1438080	2562975	0.191
3108581	998479	0.36
3062679	9378478	0.28
2535864	3723605	0.55
1333459	1600500	0.719
2841951	5154015	0.55
2337625	5222487	0.644
1202756	4824072	0.719
4056103	4434473	0.28
1027325	677627	0.28
3348889	729324	1
781714	9214020	0.431
4844654	5222882	0.28
2532732	710334	0.494
1734115	5251677	0.28
1365685	4476322	0.719
2068280	63277	0.581
4154210	820620	0.55
3908752	4442839	0.861
14007662	2413104	0.55
3410334	4637755	1
2533040	3095898	0.719
2266188	4644422	0.644
4173294	816419	0.36
1885413	2323569	0.744
3513233	860563	0.191
1933837	2838393	0.961
3892577	4805603	0.431
247872	2806644	0.798
1361403	3832451	0.431
1775657	5026447	1
1653461	4416305	0.963
2068280	504941	0.979
4264365	5325764	0.55
125977	2914501	0.28
274987	3777633	0.844
14006769	4264365	0.951
3410334	3976387	0.431
2271732	547668	0.964
5017188	864205	0.591
3062679	413947	0.28
2238434	3213877	0.591
3735352	4278513	0.28
1185405	2155475	0.191
1124639	2178303	0.644
1549290	499730	0.431
2186087	9442795	0.55
3479715	4054553	1
2296687	734286	0.28
4095660	450905	1
3655500	4819293	0.431
4165786	5043637	0.28
2981808	3908752	0.28
216050	986959	0.55
2054477	2874872	0.55
14006908	3335469	0.644
12534	2108838	0.905
1469675	1812531	0.28
3407738	4572002	0.431
1103259	492000	0.494
314211	4691983	0.47
1193438	3372819	0.991
4197364	9644680	0.431
2589509	5316100	0.28
4461738	480656	0.36
1769093	2981808	0.431
1978076	241069	0.824
1941659	2809266	0.28
4830179	5001936	0.676
4978634	961525	0.644
11393240	5321000	0.963
3160169	4465320	0.36
2533580	2607334	0.431
1200596	596393	0.431
4821148	492000	0.991
4600608	5344278	0.744
3294128	4264365	0.997
218953	3027079	0.28
2552256	863768	0.995
3004018	5155720	0.28
3087482	4557976	0.36
3908752	9441631	0.28
2037708	2095364	0.431
1951806	4184410	0.999
4616280	5062164	0.431
1146862	1763605	0.676
3184048	662142	0.431
644464	864205	0.84
2662282	2860775	0.961
4165786	5190372	0.824
4802528	973839	0.676
3349236	4883227	0.28
5369795	9441741	0.676
4690267	5165929	1
1274617	860563	0.191
394568	5222487	0.676
3793346	4718512	0.28
2166899	2556870	0.36
3614980	4704365	0.431
3130413	321631	0.983
2489355	936905	1
3915161	749723	1
2269842	4713146	0.676
1785064	2710194	0.431
590396	9442276	0.676
2068280	2920749	0.719
1951806	5257001	0.28
1472548	2172183	0.431
1638228	857930	0.983
4706411	4920113	1
2809745	463371	0.431
3272118	5142994	0.55
4154210	4884208	0.28
163267	3938454	0.55
2071127	2304613	1
3501522	3600244	0.943
4689036	863768	0.431
1297532	3635743	0.644
1505377	3925932	0.431
1947840	9441770	0.84
157350	5309392	0.858
2178303	4514662	0.36
1842811	1894250	0.191
3130413	4689564	0.719
3487095	998479	0.494
3827361	4000348	0.644
470275	721449	0.28
321631	401222	0.909
13314112	2255804	0.644
3979177	783937	0.778
1979966	879772	0.28
3062679	3149371	0.28
2547906	4461738	0.84
157350	5301342	0.36
53381	984805	0.28
4038294	4774660	0.636
1365685	498749	0.744
2494598	421085	1
1220562	4687717	0.36
2222475	2922987	0.431
2269862	3777633	0.431
2068280	3337017	0.879
4608361	5343346	0.431
1159046	4456845	0.676
1639297	2677230	0.28
5220445	987424	0.55
1704297	1753929	1
3983756	4150759	0.28
4435463	457485	0.824
3670225	4920113	0.905
158012	3315412	0.28
3925064	4374234	0.995
2721163	5309542	0.644
3908752	5051455	0.964
3030569	5408178	0.431
1071586	14007889	0.995
1706107	468848	0.431
2222475	3580033	0.744
2198040	3887353	0.55
1670185	16822217	0.28
4246011	910608	0.28
448835	5255272	0.981
232848	4673745	0.82
2331199	2682300	0.644
1170182	5309392	0.36
1020765	2878257	0.28
2685308	4972844	0.431
3537350	5207613	0.55
1619858	1925908	0.719
4446425	980096	0.712
4246011	5114861	0.89
1354314	1753929	0.55
3026796	5255272	0.28
2228123	2588615	0.55
3497176	4095660	0.719
12534	1325425	0.591
2677230	4651869	0.28
1381707	1832515	0.55
4985828	506434	0.778
4267722	5360526	0.431
3184048	924581	0.431
162104	2413448	0.997
1240138	5114861	0.861
2547906	4803389	0.28
4412210	5295560	0.644
121585	692588	0.36
3684041	5194743	1
2423457	326265	0.28
1806051	5364783	0.482
3607869	4416613	0.191
1517226	863934	0.854
3875375	5155720	0.719
2300358	4425759	0.28
3337017	430034	0.431
1501213	2271732	1
1734411	2699537	0.28
2973208	3470416	0.998
1703459	308728	0.719
3237029	3252387	0.28
2590297	3076419	0.778
1390823	2229473	0.55
1798066	5176863	0.6
14007834	2240228	0.55
1655053	2299390	0.939
4979086	826613	0.431
4174152	78872	0.719
1939536	2271732	0.917
475613	620717	0.191
3006802	746078	0.591
1103259	2525926	1
1150008	3399955	0.28
3299004	5029749	0.28
1163739	3236710	0.36
3502869	4022643	0.964
366617	4831970	0.935
3412547	3992024	0.36
1945495	3095898	0.824
2441196	4360511	0.28
1989387	782598	1
2528098	3685893	0.28
1472423	2998754	0.778
152535	823069	0.861
1279185	4876078	0.6
4765909	711574	0.431
2683888	3408178	0.431
4040199	5292006	0.431
3076424	504941	0.28
1860108	3971313	0.431
1519006	2768047	0.28
13511365	50289	0.431
1458824	3780725	0.676
3909139	4591432	0.84
3342392	5317296	0.971
2067655	3643191	0.431
2113267	2718118	0.89
1773305	4362745	0.911
421085	905028	0.988
4888028	5059508	0.28
3397715	808612	0.431
4083603	4706411	0.55
14006948	804277	0.999
3326851	4601808	0.98
1382021	4704365	0.644
2277126	4425759	0.431
2068280	4810370	0.418
2255804	4477607	0.28
3909139	4443022	0.997
1180921	5029749	0.824
4048302	4692488	0.431
1944031	936905	0.36
2054502	4975719	0.494
2853646	4349650	0.36
1314473	513253	0.913
4601808	746478	0.28
3143545	4305807	0.28
1103259	412253	0.975
3404979	3908752	0.867
2134304	3882510	0.998
2068280	534862	0.816
4456845	5397679	0.482
14007084	863768	0.982
2043092	3170037	0.36
1062659	4692488	0.975
1056530	1574614	0.431
2054477	749723	0.28
3572785	410245	0.644
3426596	4706411	0.993
3563231	546944	0.55
4230503	5192379	1
1297532	966137	0.778
1609728	504941	0.28
1796761	3290012	0.28
1551109	2079075	0.28
1373290	172218	0.36
3536546	4411739	0.999
2079075	900408	0.55
2313227	5343371	0.987
3236710	9644680	0.36
2201336	2806644	0.963
4080790	5208865	0.963
2878257	3062679	0.482
218817	4056103	0.971
3801689	3999405	0.431
1881339	374649	0.987
105791	632859	0.84
1895507	271062	0.431
141386	1885413	0.644
1740042	3710129	0.494
1225374	3062679	0.482
1093545	5081339	1
475613	5231284	0.851
265632	778951	0.644
3091868	39792	0.802
2304613	4928325	0.591
2572815	3383125	0.824
3303555	4831970	0.28
4821148	4985828	0.962
2403972	2609893	0.778
1368998	399905	0.861
5246604	868671	0.28
4115704	687228	0.431
2940379	4355026	0.28
495201	596393	0.431
3391087	4264365	0.55
1076258	776177	0.431
427442	5295829	0.978
4750819	566682	0.28
2168149	3178925	0.977
126638	400924	0.431
2024366	2756095	0.28
2722733	4717503	0.28
402740	907592	0.676
129877	3777442	0.431
4863907	514745	0.28
1382021	3062679	0.998
1212822	1375854	0.798
4494720	5343965	0.705
29439	3764625	0.54
1026556	2068280	0.851
14006088	2786364	0.9
3173579	4832719	0.431
151491	4412742	0.719
1325425	3130413	0.744
2271732	4177373	1
3103629	4386137	0.885
14005688	2441317	0.28
1894250	506434	0.895
1170182	29439	1
2607334	4840388	0.431
2075205	4463193	0.55
1705939	4056103	0.418
2617841	4749326	0.983
746078	961525	0.28
2266822	4926237	0.55
2803067	4691983	0.571
1960612	5344278	0.925
2066880	5309542	0.957
3407528	456446	1
238160	4303895	0.9
1528293	567780	0.867
2154661	3465227	0.778
3536546	5241250	0.36
3095898	3329408	0.55
4943184	4976233	0.28
2093028	5317103	0.28
2250498	2443157	0.948
2322838	3721494	0.28
14006364	4258047	0.55
3408178	4928298	0.431
2681838	3916305	0.55
4144664	866925	0.676
2732695	3453081	0.28
1136337	4010791	0.431
2189806	315652	0.36
508037	907507	0.644
10724517	415758	0.431
3545065	5147843	0.861
1247513	2374256	0.28
1057873	986959	0.431
487164	562215	0.431
2672240	3896458	0.28
5360526	961919	0.431
4067378	4154210	0.28
2215931	3643191	0.431
5344278	5828243	0.719
2111758	5029749	0.28
2068280	4372825	0.864
3976855	638045	0.482
2666645	879772	0.28
1618823	5056622	0.431
1275666	1934617	0.431
3691852	3803247	0.931
4926164	95769	0.55
2157358	817832	0.28
1981884	4661663	0.431
1700717	4193538	0.191
1610378	2542194	0.55
3808556	4601808	0.644
1594998	2452284	0.36
50293	9769294	0.431
606258	961919	0.55
2521025	4805603	0.644
4214270	9644677	0.676
4479726	9650703	0.28
4475099	5214196	0.55
1159046	509135	0.89
2143607	2192464	0.28
2547906	2821119	0.55
2151162	3519396	0.824
4613176	5214082	0.824
2999614	3378486	0.431
1155017	3144076	0.431
2912791	3644066	0.431
1522495	5007060	0.744
232568	5269027	0.676
3553333	3842540	0.36
1251604	2123403	0.431
2457112	4717503	0.28
2024366	736197	0.28
10012997	1871880	0.778
3132597	5177449	0.36
3403829	4717503	0.431
2556870	3130413	0.431
1062659	4297789	0.999
3095898	5247574	0.591
2981808	561721	0.636
1143448	4415111	0.55
1341502	1594998	0.6
212624	4538526	0.431
4125275	4304881	0.431
1730561	3485207	1
1449530	4602348	0.55
3529773	4831700	0.431
1279185	366617	0.431
124814	2897231	0.55
170362	5176374	0.28
2709944	4056103	0.28
1444291	66889	0.644
221523	3231405	0.431
3080942	3767354	0.431
1386965	3476704	0.798
3410334	4144261	0.431
1605335	983955	0.431
163267	4461742	0.861
5255272	986959	0.719
3928213	5017188	0.431
2112227	396939	0.431
4831004	514621	0.431
343518	4374641	1
3396733	5093917	0.28
2477344	3403829	0.431
186544	5030185	0.431
152535	5095942	0.28
3236710	469853	0.494
2068280	4539920	0.345
4349054	4592376	0.938
4732923	635742	1
3747010	880522	0.824
3952300	4264365	0.99
5023834	5049941	0.431
3338161	4120233	1
4739027	721123	0.798
1236268	2068280	0.816
2491041	3034498	0.28
2375737	265632	0.431
4344241	4745215	0.94
5123142	528205	0.431
2791218	673870	0.778
2170344	2271732	0.36
2215931	4728973	0.744
14005482	187822	0.191
186544	3202052	0.431
4143685	461963	0.644
2626905	3267849	0.36
2695738	932032	0.494
3643191	3912212	0.816
1065781	5115478	0.798
16817590	2206829	0.28
4206835	547668	0.418
16822233	4254184	0.676
3378486	4056103	0.28
133359	3130413	0.938
4506260	4831700	0.431
2688135	2984156	0.431
2812442	5295829	0.55
3202784	5146399	0.28
1108486	1952848	0.36
4629164	9650703	0.28
2961203	3849779	0.798
2079075	3026760	0.431
4469227	475613	0.191
14007124	5272060	0.431
2092370	290949	0.6
4750096	662142	0.744
1384984	2618592	0.36
4635868	5123142	0.431
4078346	4821148	0.191
1160184	4717503	0.191
1061157	95025	0.636
2014588	3926094	0.494
107288	1894250	0.28
2812442	4724590	0.36
1373290	468877	0.798
